,Unnamed: 0,IPI,MTT,Import,Export,BalCom,Pib1,Pib2,ref,ouverture,cloture,ref.1,ouverture.1,cloture.1,ref.2,ouverture.2,cloture.2,ref.3,ouverture.3,cloture.3,ref.4,ouverture.4,cloture.4,ref.5,ouverture.5,cloture.5,ref.6,ouverture.6,cloture.6,ref.7,ouverture.7,cloture.7,ref.8,ouverture.8,cloture.8,ref.9,ouverture.9,cloture.9,ref.10,ouverture.10,cloture.10,ref.11,ouverture.11,cloture.11,ref.12,ouverture.12,cloture.12,ref.13,ouverture.13,cloture.13,ref.14,ouverture.14,cloture.14,ref.15,ouverture.15,cloture.15,ref.16,ouverture.16,cloture.16,ref.17,ouverture.17,cloture.17,ref.18,ouverture.18,cloture.18,ref.19,ouverture.19,cloture.19,ref.20,ouverture.20,cloture.20,ref.21,ouverture.21,cloture.21,ref.22,ouverture.22,cloture.22,TIL,ref.23,ouverture.23,cloture.23,ref.24,ouverture.24,cloture.24,Delice,ouverture.25,cloture.25,ref.26,ouverture.26,cloture.26,ref.27,ouverture.27,cloture.27,ref.28,ouverture.28,cloture.28,ref.29,ouverture.29,cloture.29,ref.30,ouverture.30,cloture.30,ref.31,ouverture.31,cloture.31,ref.32,ouverture.32,cloture.32,ref.33,ouverture.33,cloture.33,ref.34,ouverture.34,cloture.34,ref.35,ouverture.35,cloture.35,ref.36,ouverture.36,cloture.36,ref.37,ouverture.37,cloture.37,ref.38,ouverture.38,cloture.38,ref.39,ouverture.39,cloture.39,ref.40,ouverture.40,cloture.40,ref.41,ouverture.41,cloture.41,ref.42,ouverture.42,cloture.42,Price,Open,High,Low,Vol.,Change %
129,2018-05-10,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17670,17650,17600,1810,1800,1850,3900,3950,3920,3570,3470,3580,14800,14980,14310,2000,2000,2000,31890,31900,31000,11790,11680,11690,14370,14400,14830,9400,9400,9540,11300,11300,11590,8200,8200,8200,8000,7970,8000,7000,7020,7100,950,960,990,4180,4180,4250,5740,5750,5750,3630,3570,3660,7000,6790,6990,2300,2340,2300,1400,1400,1360,14400,14400,14400,2440,2430,2430,,18450,18630,18630,2070,2090,2070,2600,2550,2600,115000,115980,115990,10230,10230,10200,3380,3420,3380,17200,17000,17200,34710,34710,34710,26350,26290,26500,4190,4050,4150,26700,26800,26790,14120,14120,14470,4200,4350,4300,8000,8100,8340,16000,16000,16000,20640,20640,20600,147500,147510,147800,44820,44820,45700,510,510,520,19460,19410,19890,7322.76,7244.5,7322.76,7228.57,941980,1.32
130,2018-05-11,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17600,17600,17800,1880,1890,1840,3920,3920,3850,3580,3620,3580,14310,14060,14130,2000,2000,1990,31000,31000,30070,11690,11700,11690,14830,14900,14700,9540,9540,9740,11590,11600,11550,8200,8200,8200,8000,7970,8000,7100,7100,7110,990,970,1050,4250,4200,4260,5750,5790,5790,3660,3580,3670,6990,7190,7190,2300,2340,2300,1360,1390,1400,14400,14440,14440,2430,2420,2400,,18630,18800,18650,2030,2040,1990,2600,2510,2600,115990,116000,116990,10200,10200,10350,3380,3350,3330,17200,17200,17200,34710,33150,33150,26500,26500,26450,4150,4090,4150,26790,26750,26700,14470,14470,14800,4300,4280,4180,8340,8370,8550,16000,16250,16000,20600,20600,20500,147800,147700,147700,45700,45000,46000,520,520,550,19890,19880,20000,7366.16,7319.83,7382.46,7311.92,1820000,0.59
133,2018-05-14,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17800,17900,17800,1840,1870,1820,3850,3840,3850,3580,3550,3540,14130,14100,14190,1990,1990,1950,30070,30290,30200,11690,11650,11700,14700,14700,14700,9740,9740,9760,11550,11450,11550,8200,8050,8180,8000,7970,7970,7110,7110,7110,1050,970,1050,4260,4260,4280,5790,5790,5820,3670,3700,3700,7190,7190,7190,2300,2340,2300,1400,1410,1370,14440,14430,14820,2400,2400,2470,,18650,18410,18650,1990,2030,2050,2600,2550,2590,116990,116000,116990,10350,10500,10200,3330,3380,3360,17200,17000,17000,33150,33150,32160,26450,26450,27000,4150,4150,4150,26700,26720,26750,14800,14890,15300,4180,4170,4080,8550,8300,8620,16000,16000,16400,20500,20600,20690,143450,146000,145000,46000,46000,46900,550,560,570,20000,20000,20000,7407.6,7354.81,7411.42,7353.07,653800,0.56
134,2018-05-15,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17800,17400,17400,1820,1820,1770,3850,3840,3960,3540,3510,3620,14190,14150,14100,1950,1950,1930,30200,29990,29330,11700,11790,11900,14700,14510,14330,9760,9760,9720,11550,11730,11730,8180,8060,8150,7970,7960,7960,7110,7110,7160,1090,970,1050,4280,4280,4280,5820,5840,5800,3700,3700,3700,7190,6980,7190,2300,2340,2300,1370,1370,1380,14820,14400,14770,2470,2500,2590,,18650,18600,18650,2050,2030,2050,2590,2530,2590,116990,116000,116970,10200,10200,10200,3360,3330,3330,17000,17000,17190,32160,32960,32950,27000,27000,26510,4150,4150,4180,26750,26500,26700,15300,15200,15250,4080,4080,4120,8670,8700,8760,16400,16400,16800,20090,20500,20000,145000,145010,144260,46900,47000,46700,570,590,580,20000,20000,19810,7391.52,7417.81,7454.13,7388.37,989780,-0.22
135,2018-05-16,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17400,17400,17600,1770,1800,1750,3960,3950,3960,3620,3630,3660,14100,14050,14140,1930,1900,1890,29330,29490,29800,11900,11700,11800,14330,14290,14670,9720,9690,9600,11730,11700,11700,8150,8150,8150,7960,7970,8000,7160,7110,7110,1130,1130,1190,4280,4280,4350,5800,5800,5800,3700,3650,3700,7190,7180,7180,2300,2340,2300,1380,1390,1360,14770,14820,14800,2590,2590,2520,,18650,18750,18650,2050,2050,2000,2590,2560,2570,116970,116890,116890,10200,10450,10200,3330,3330,3400,17190,17190,17190,32950,32960,32950,26510,26550,26500,4180,4180,4200,26700,26600,26700,15250,15240,15100,4120,4110,4180,8760,8800,8750,16800,16740,17240,20000,20010,20000,144260,144260,144300,46700,46700,46650,580,580,570,19810,19810,19830,7406.21,7391.03,7413.86,7391.03,1200000,0.2
136,2018-05-17,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17600,17840,17840,1750,1730,1710,3960,3950,3960,3660,3680,3640,14140,14110,14030,1890,1870,1830,29800,30300,29800,11800,11700,11700,14670,14680,14950,9600,9520,9500,11700,11570,11730,8150,8210,8210,8000,7900,7900,7110,7100,7100,1190,1210,1240,4350,4350,4350,5800,5850,5750,3700,3650,3700,7180,7000,7190,2300,2340,2300,1360,1380,1390,14800,14800,14410,2520,2580,2510,,18650,18650,18750,2000,2030,2030,2570,2520,2590,116890,113520,116890,10200,10590,10200,3400,3360,3390,16290,17190,17190,32950,31970,31500,26500,26310,26500,4200,4150,4150,26700,26690,26700,15100,15100,15100,4180,4190,4170,8750,8670,8490,16240,16250,16670,20000,20000,19900,144300,144300,144200,46650,46600,46480,570,570,560,19830,19800,19650,7357.26,7408.01,7420.77,7346.32,583740,-0.66
137,2018-05-18,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17840,17800,18000,1710,1740,1740,3960,3960,4070,3640,3570,3620,14030,14050,14050,1830,1830,1810,29800,30200,29400,11700,11700,11700,14950,15040,15300,9500,9450,9400,11730,11720,11730,8210,8150,8190,7900,7900,8000,7100,7050,7000,1260,1210,1240,4350,4360,4400,5750,5800,5800,3700,3590,3700,7190,7180,7180,2300,2340,2300,1390,1410,1400,14410,14600,14600,2510,2500,2500,,18750,18750,18650,2030,2030,2020,2590,2590,2660,116890,116990,116990,10200,10500,10500,3390,3390,3350,16290,15810,15810,31500,31500,31500,26500,26500,26300,4150,4150,4150,26700,26690,26600,15100,15090,15090,4170,4100,4180,8490,8490,8600,16670,16660,16650,19900,20000,19950,144200,144240,144240,46480,46500,46400,560,560,560,19650,19650,19650,7373.55,7359.58,7388.03,7357.54,731980,0.22
140,2018-05-21,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,18000,18000,17700,1740,1740,1750,4070,4190,4250,3620,3620,3620,14050,14030,14060,1810,1840,1860,29400,29400,30000,11700,11800,11800,15300,15420,15410,9400,9360,9590,11730,11950,11690,8190,8200,8100,8000,7900,8000,7000,7100,7000,1310,1210,1240,4400,4400,4400,5800,5800,5970,3700,3590,3700,7180,7180,7160,2300,2340,2300,1400,1400,1390,14600,14600,14890,2500,2430,2430,,18650,18650,18890,2020,2000,2040,2660,2700,2780,116990,117000,117970,10500,10190,10190,3350,3390,3350,15810,15810,15810,31500,32400,32400,26300,26300,26250,4150,4100,4150,26600,26600,26600,15090,15100,15200,4180,4190,4090,8600,8600,8850,16650,16490,16290,19950,19940,19860,144240,144250,144000,46400,46400,46310,560,560,550,19650,19650,19490,7389.07,7375.29,7406.64,7359.99,481650,0.21
141,2018-05-22,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17700,17800,17900,1750,1750,1700,4250,4130,4280,3620,3530,3620,14060,14010,14060,1860,1850,1850,30000,30000,30200,11800,11800,11800,15410,15400,15500,9590,9590,9590,11690,11650,11690,8100,8100,8160,8000,7990,8000,7000,7000,7000,1360,1360,1440,4400,4300,4410,5970,5960,5990,3700,3590,3700,7160,7180,7160,2300,2340,2300,1390,1410,1390,14890,14890,14890,2430,2380,2330,,18890,18880,18890,2040,2030,2030,2780,2860,2820,117970,117000,117970,10190,10190,10190,3350,3360,3370,15810,15340,15100,32400,32400,32400,26250,26250,26200,4150,4100,4230,26600,26590,26590,15200,15200,15200,4090,4200,4160,8850,8850,8800,16290,16000,16300,19860,19920,19890,144000,144250,144000,46310,46360,47020,550,540,550,19490,19500,19600,7405.87,7394.02,7407.89,7362.31,1910000,0.23
142,2018-05-23,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17900,17900,17600,1700,1690,1670,4280,4280,4300,3620,3540,3620,14060,14000,14000,1850,1860,1810,30200,30240,31000,11800,11800,11800,15500,15700,15230,9590,9510,9670,11690,11600,11690,8160,8100,8240,8000,7780,7990,7000,7100,6930,1440,1360,1440,4410,4400,4400,5990,5860,5870,3700,3600,3590,7160,7180,7160,2300,2340,2300,1390,1380,1370,14890,14790,14850,2330,2270,2270,,18890,18880,18890,2030,2040,2040,2820,2880,2850,117970,117000,118000,10190,10000,10100,3370,3390,3370,15100,15550,15550,32400,32200,32200,26200,26200,26900,4230,4120,4130,26590,26500,26500,15200,15200,15650,4160,4200,4290,8800,8800,8900,16300,16000,16200,19890,19900,19890,144000,144000,144500,47020,47030,47200,550,550,530,19600,19640,19880,7451.53,7380.28,7457.56,7377.71,1630000,0.62
143,2018-05-24,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17600,17600,17610,1670,1630,1610,4300,4270,4200,3620,3700,3680,14000,14000,14340,1810,1800,1800,31000,31200,31500,11800,11800,11700,15230,15780,15650,9670,9670,9690,11690,11700,11800,8240,8100,8170,7990,7780,7990,6930,6960,6950,1500,1490,1560,4400,4400,4500,5870,5800,5890,3590,3680,3680,7160,7100,7100,2300,2340,2300,1370,1370,1370,14850,14850,14600,2270,2250,2310,,18890,18870,18880,2040,2050,2100,2850,2850,2930,118000,117000,118000,10100,10350,10100,3370,3360,3340,15550,15100,15100,32200,32200,32200,26900,26900,27450,4130,4120,4120,26500,26500,26500,15650,15650,16350,4290,4400,4530,8900,8960,9240,16200,16000,16200,19890,19890,19890,144500,145000,144900,47200,47200,48000,530,540,540,19880,19880,20040,7547.05,7470.88,7547.2,7470.88,1910000,1.28
144,2018-05-25,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17610,17090,17600,1610,1610,1700,4200,4290,4290,3680,3630,3680,14340,14400,14330,1710,1700,1660,31500,31230,31740,11700,11700,11900,15650,15600,15500,9690,9750,9800,11800,11790,11850,8170,8090,8200,7990,7990,8000,6950,6910,7000,1560,1560,1650,4500,4480,4680,5890,5810,5800,3680,3570,3650,7100,7100,7100,2300,2340,2300,1370,1360,1400,14600,14800,14600,2310,2270,2250,,18880,18600,18890,2100,2090,2130,2970,2850,2930,118000,115000,116000,10100,10100,10200,3090,2970,3100,15100,15000,15000,32200,32200,32200,27450,27850,27600,4120,4120,4150,26500,26500,26500,16350,16660,16990,4530,4650,4650,9240,9250,9310,16200,16000,16200,19890,19620,19750,144900,145000,144900,46820,48000,47500,540,540,530,20040,20200,20460,7614.77,7569.62,7631.78,7569.62,1840000,0.9
147,2018-05-28,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17600,17700,17850,1700,1610,1700,4290,4290,4280,3680,3610,3680,14330,14450,14250,1660,1700,1650,31740,31690,31300,11900,12250,12250,15500,15500,15650,9800,9850,9900,11850,11900,11900,8200,8200,8200,8000,7990,8000,7000,7000,7000,1650,1560,1650,4680,4680,4740,5800,5800,5800,3650,3570,3650,7100,7100,7100,2300,2340,2300,1400,1410,1430,14600,14940,14940,2250,2250,2250,,18890,19000,19000,2130,2130,2150,3100,3210,3280,116000,115000,116000,10200,10380,10390,3100,3100,3100,15000,15450,15000,32200,31240,31240,27600,27900,27900,4150,4160,4170,26500,26000,26200,16990,16990,16490,4650,4780,4640,9310,9310,9040,16200,16190,16300,19750,19650,19750,144900,144900,144900,47500,47840,47850,530,540,540,20460,20600,20580,7598.5,7619.83,7646.26,7583.94,1350000,-0.21
148,2018-05-29,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17850,17850,17840,1770,1820,1840,4280,4290,4220,3680,3610,3680,14250,14150,14330,1650,1690,1680,31300,31450,31450,12250,12130,12000,15650,15750,15990,9900,9910,9900,11900,11890,11900,8200,8090,8200,8000,8000,8000,7000,7000,7000,1720,1710,1700,4740,4740,4780,5800,5800,5850,3650,3590,3620,7100,7000,7000,2300,2340,2300,1430,1410,1390,14940,14550,14650,2250,2250,2310,,19000,18890,19200,2150,2100,2140,3280,3380,3470,116000,116000,117000,10390,10390,10390,3100,3110,3100,15000,15000,15000,31240,30750,30000,27900,27900,27700,4170,4180,4180,26200,26700,26700,16490,16010,16700,4640,4620,4500,9040,9000,8950,16300,16300,16770,19750,19750,19750,144900,144900,145000,47850,47860,49000,540,530,550,20580,20560,20200,7577.98,7598.88,7598.88,7534.37,1580000,-0.27
149,2018-05-30,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17840,17350,17690,1840,1890,1850,4220,4210,4200,3680,3730,3710,14330,14330,14300,1680,1730,1750,31450,31440,31430,12000,12000,12000,15990,16650,16550,9900,9850,9840,11900,11800,11900,8200,8100,8200,8000,8000,8000,7000,7000,7000,1700,1650,1610,4780,4690,4870,5850,5850,5810,3620,3560,3530,7000,7130,7130,2300,2340,2300,1390,1360,1400,14650,14660,14650,2310,2310,2350,,19200,19190,19140,2140,2150,2130,3470,3550,3670,115780,117000,117900,10390,10390,10100,3100,3090,3070,15000,15450,15000,30000,29100,29000,27700,27650,27600,4180,4180,4180,26700,26700,26700,16700,16970,16890,4500,4410,4230,8950,8900,8800,16770,16300,16770,19750,19830,20000,145000,144990,144600,49000,49280,49000,550,550,550,20200,20200,20500,7563.95,7580.36,7580.36,7542.13,1240000,-0.19
150,2018-05-31,94.8,6.39,3473.8,5012.9,-1218.8,1709.1,18229.5,17690,17790,17510,1840,1850,1800,4200,4160,4270,3710,3610,3700,14300,14200,14300,1750,1790,1750,31430,31430,31600,12000,12000,12000,16550,16210,16450,9840,9900,9800,11900,11900,11950,8200,8100,8200,8000,7850,8000,7000,7000,7100,1600,1580,1600,4870,4880,4850,5810,5810,5900,3530,3640,3640,7130,7130,7130,2300,2340,2300,1400,1360,1400,14650,14850,14850,2350,2350,2490,,19140,18900,19140,2130,2130,2120,3670,3760,3800,117900,116900,114400,10100,10390,10370,3070,3070,3030,15000,14980,14980,29000,28990,29000,27600,27600,27900,4180,4150,4200,26700,26500,26700,16890,16800,17000,4230,4280,4270,8800,8750,8900,16770,16300,16770,20000,20000,19890,144600,144900,145000,49000,49000,49000,550,560,550,20500,20500,20940,7615.47,7562.46,7622.05,7550.68,1400000,0.68
151,2018-06-01,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17510,17120,17630,1800,1790,1800,4270,4250,4200,3700,3690,3650,14300,14400,14300,1750,1780,1730,31600,31610,32000,12000,12150,12050,16450,16450,16490,9800,9800,9690,11950,12020,12000,8200,8200,8190,8000,8000,8000,7100,7100,7100,1600,1610,1540,4850,4860,4940,5900,5900,5950,3640,3700,3700,7130,7110,7110,2300,2340,2300,1400,1370,1360,14850,14950,14950,2490,2560,2600,,19140,19100,19000,2120,2120,2110,3800,3780,3670,114400,114370,116900,10370,10300,10300,3030,3030,3050,14980,15650,15650,29000,29000,29000,27250,27250,27600,4200,4200,4180,26700,26500,27000,17000,17000,17330,4270,4280,4370,8900,8900,8750,16770,16300,16770,19890,19890,19600,145000,144210,145000,49000,49000,49300,550,550,540,20940,21000,21500,7647.64,7607.18,7651.45,7607.18,1280000,0.42
154,2018-06-04,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17630,17630,17800,1800,1800,1840,4200,4200,4200,3650,3650,3720,14300,14250,14660,1730,1780,1730,32000,32200,32100,12050,12360,12360,16490,16500,16480,9690,9300,9640,12000,12000,12000,8190,8120,8120,8000,7850,7990,7100,7100,7100,1540,1480,1480,4940,4940,4940,5950,5950,5950,3700,3680,3680,7110,7110,7110,2300,2340,2300,1360,1360,1390,14950,14960,14960,2600,2620,2550,,19000,19300,19000,2060,2100,2110,3670,3670,3500,116900,114500,114500,10300,10350,10220,3050,3050,3050,15650,15740,15740,29000,29000,29000,27600,27600,27500,4180,4180,4210,27000,26990,27000,17330,17370,17900,4370,4450,4430,8750,8750,8770,16770,16760,16500,19600,19600,19750,145000,145000,145000,49300,49100,49100,540,540,540,21500,21550,21600,7675.37,7653.77,7698.79,7645.06,988340,0.36
155,2018-06-05,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17290,17800,1840,1840,1830,4200,4200,4200,3720,3620,3700,14660,14660,14820,1730,1690,1680,32100,32100,32340,12360,12360,12360,16480,16480,16450,9640,9670,9730,12000,12000,12200,8120,8000,8180,7990,7850,7990,7100,7100,7220,1480,1440,1520,4940,4940,4970,5950,5950,5950,3680,3680,3680,7110,6950,6980,2300,2340,2300,1390,1410,1390,14960,15000,15000,2550,2500,2480,,19000,19000,19000,2110,2120,2120,3500,3500,3700,114500,114500,114500,10220,10200,10060,3050,3100,3110,15740,15270,15270,29000,29100,29100,27500,27500,28200,4210,4200,4200,27000,27000,27000,17900,17990,17700,4430,4490,4450,8770,8770,8750,16500,16100,16500,19750,19750,19700,145000,144500,144700,49100,49100,49200,540,540,540,21600,21600,21690,7686.57,7678.88,7691.5,7661.79,892490,0.15
156,2018-06-06,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17800,17800,1830,1810,1810,4200,4100,4110,3700,3620,3700,14820,14940,14760,1680,1670,1700,32340,32400,32250,12360,12500,12400,16450,16450,16440,9730,9550,9570,12200,12190,12190,8180,8100,8170,7990,7850,7990,7220,7110,7200,1560,1620,1640,4970,4830,4950,5950,5900,5900,3680,3650,3650,6980,6950,6980,2300,2340,2300,1390,1380,1390,15000,14980,15100,2480,2470,2400,,19000,19090,19100,2120,2110,2130,3700,3790,3880,114500,114500,114500,10060,10200,10000,3110,3080,3110,15270,14900,15800,29870,30000,30000,28200,28200,28900,4200,4180,4190,27000,27000,27810,17700,17800,18000,4450,4450,4330,8750,8750,8750,16500,16100,16480,19700,19850,19900,144700,144600,145000,49200,49100,49900,540,530,530,21690,21700,21680,7705.82,7689.16,7705.82,7674.9,869200,0.25
157,2018-06-07,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17800,17800,1830,1810,1810,4200,4100,4110,3700,3620,3700,14820,14940,14760,1680,1670,1700,32340,32400,32250,12360,12500,12400,16450,16450,16440,9730,9550,9570,12200,12190,12190,8180,8100,8170,7990,7850,7990,7220,7110,7200,1560,1620,1640,4970,4830,4950,5950,5900,5900,3680,3650,3650,6980,6950,6980,2300,2340,2300,1390,1380,1390,15000,14980,15100,2480,2470,2400,,19000,19090,19100,2120,2110,2130,3700,3790,3880,114500,114500,114500,10060,10200,10000,3110,3080,3110,15270,14900,15800,29870,30000,30000,28200,28200,28900,4200,4180,4190,27000,27000,27810,17700,17800,18000,4450,4450,4330,8750,8750,8750,16500,16100,16480,19700,19850,19900,144700,144600,145000,49200,49100,49900,540,530,530,21690,21700,21680,7705.73,7705.67,7723.64,7690.74,1240000,0
158,2018-06-08,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17800,17800,1790,1800,1750,4130,4100,4180,3700,3700,3700,14900,14880,14700,1750,1750,1750,32300,32150,32290,12500,12500,12410,16400,16450,16360,9830,9800,9800,12100,12050,12100,8090,8090,8150,7990,7950,7760,7200,7200,7190,1600,1570,1560,4950,4940,4950,5810,5810,5800,3650,3600,3600,6980,6950,6980,2300,2340,2300,1380,1380,1380,15000,15000,15000,2390,2480,2430,,19100,19240,19240,2150,2140,2200,3960,3930,3900,113500,113510,114500,10000,10180,10000,3110,3090,3110,15800,15500,16270,30750,30000,30000,29200,29250,29300,4170,4170,4180,28500,28400,28400,18320,18330,18100,4400,4400,4340,8740,8750,8750,16200,16400,17130,20400,20200,20200,145510,145510,144620,50500,50510,50500,520,520,530,21300,21200,21000,7676.52,7707.07,7707.07,7674.81,940560,-0.38
161,2018-06-11,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17800,17800,1750,1750,1770,4180,4110,4180,3700,3620,3700,14700,14450,14650,1750,1780,1780,32290,32000,32300,12410,12460,12420,16360,16310,16390,9800,9510,9690,12100,12100,12100,8150,8110,8100,7760,7750,7760,7190,7170,7190,1560,1590,1550,4950,4900,4940,5800,5900,5800,3600,3600,3600,6980,6910,6910,2300,2340,2300,1380,1370,1350,15000,15100,15000,2430,2360,2420,,19240,19220,19490,2200,2230,2290,3850,3770,3910,114500,114400,114500,10000,10100,10220,3110,3110,3130,16270,16750,16750,30750,30750,30610,29300,29000,29300,4180,4170,4170,28400,28390,28500,18100,18030,18330,4340,4320,4480,8750,8750,8740,17130,17130,17200,20200,20200,20150,144620,144610,145000,50500,49900,50000,530,530,530,21000,21000,21600,7722.16,7673.77,7722.16,7668.61,587450,0.59
162,2018-06-12,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17800,17800,1770,1760,1790,4180,4100,4180,3700,3620,3700,14650,14300,14630,1780,1740,1740,32300,32300,32240,12420,12450,12600,16090,16300,16300,9690,9650,9640,12100,12100,12200,8100,8070,8180,7760,7950,8000,7190,7170,7190,1550,1590,1550,4940,4900,4940,5800,5800,5860,3600,3550,3650,6910,6910,6910,2300,2340,2300,1350,1390,1380,15000,15000,15000,2420,2400,2350,,19490,19350,19490,2290,2350,2350,3910,3920,3880,114500,113600,113500,10220,10010,10100,3130,3100,3100,16750,16990,16990,30610,29710,30480,29300,29300,29180,4170,4160,4160,28500,28500,29000,18330,18330,18870,4480,4490,4550,8740,8750,8720,17200,17500,17630,20150,20020,20150,145000,144980,144870,50000,50000,50200,530,520,550,21600,21650,21700,7743.91,7726.99,7743.91,7724.25,676910,0.28
163,2018-06-13,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17800,17270,17790,1790,1770,1820,4180,4180,4200,3700,3690,3620,14630,14550,14400,1740,1740,1740,32240,32180,31900,12600,12600,12600,16300,16300,16280,9640,9590,9500,12200,12200,12320,8180,8110,8160,8000,8160,8160,7190,7070,7190,1550,1520,1480,4940,4940,4970,5860,5800,5900,3650,3550,3650,6910,6900,6900,2300,2340,2300,1380,1380,1390,15000,15100,15000,2350,2400,2400,,19490,19320,19300,2350,2380,2400,3880,3800,3920,113500,114000,114000,10100,10000,10000,3100,3100,3150,16990,16490,16490,30480,30700,30700,29180,29180,29210,4160,4160,4160,29000,29000,29200,18870,19000,19040,4550,4600,4790,8720,8720,8670,17630,17760,17780,20150,20100,19980,144870,144900,145000,50200,50200,50200,550,550,550,21700,21500,21700,7747.64,7743.98,7758.04,7723.99,849880,0.05
164,2018-06-14,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17790,17270,17700,1820,1820,1770,4200,4200,4200,3620,3650,3650,14400,14400,14350,1740,1740,1740,31900,31900,31900,12600,12690,12680,16280,16040,16280,9500,9550,9520,12320,12300,12350,7660,7880,7850,8160,8160,8390,7190,7060,7100,1480,1500,1460,4970,4970,4960,5900,5800,5900,3650,3640,3640,6900,6900,6900,2300,2340,2300,1390,1400,1360,15000,15000,14960,2400,2370,2350,,19300,19320,19300,2400,2410,2400,3920,3930,4100,114000,114000,117000,10000,10000,10200,3150,3120,3150,16490,16000,16000,30700,30700,30700,29210,29300,29460,4160,4160,4150,29200,29200,30000,19040,19420,18990,4790,4800,5010,8670,8600,8500,17780,17500,17730,19980,20000,19800,145000,145000,148000,50200,50200,50700,550,560,560,21700,21700,21650,7764.33,7753.5,7764.33,7733.75,649920,0.22
168,2018-06-18,94.2,6.72,3338.2,4878.6,-1217.8,1709.1,18229.5,17700,17700,17800,1770,1760,1710,4200,4100,4220,3650,3700,3700,14350,14350,14200,1740,1790,1780,31900,31800,31390,12680,12690,12720,16280,16400,16300,9520,9360,9470,12350,12350,12500,7850,7700,7800,7890,7890,8090,7100,7050,7090,1460,1420,1430,4960,4900,4950,5900,5900,5940,3640,3650,3600,6900,6900,6900,2300,2340,2300,1360,1360,1390,14960,15000,15000,2350,2350,2340,,19300,19200,19200,2400,2400,2360,4100,4200,4200,117000,117000,124000,10200,10200,10210,3150,3150,3170,16000,16000,16000,30700,30290,30290,29460,29500,30300,4150,4150,4140,30000,29990,30800,18990,18980,19530,5010,5020,5310,8500,8400,8500,17730,17730,18260,19800,19820,20000,148000,148000,150400,50700,50800,52300,560,560,560,21650,21570,22200,7874.3,7742.57,7874.65,7742.57,996170,1.42
